"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME105997",2190000,1.14e+08,33700000,2e+07,3060000,5680000,16600000,1e+05,6160000,8310000,6110000,36100000,4.6e+07,15100000,3950000,9770000,1.19e+08,56900000,10300000,11900000,17700000,20700000,206000,14300000,2.1e+07,2750000,2.9e+07,32900000,21500000,3930000,1700000,40600000,17800000,24400000,9370000,34800000,19900000,238000,15300000,6480000,2400000,23900000,18800000,31900000,4990000
"ME105998",1.61e+08,1.82e+08,1.63e+08,1.72e+08,1.78e+08,1.91e+08,1.76e+08,1.86e+08,1.83e+08,1.62e+08,1.8e+08,1.89e+08,1.68e+08,1.82e+08,1.85e+08,1.74e+08,1.53e+08,1.48e+08,1.72e+08,1.8e+08,1.85e+08,1.7e+08,1.69e+08,1.81e+08,1.46e+08,1.74e+08,1.86e+08,1.71e+08,1.64e+08,1.82e+08,1.83e+08,1.55e+08,1.68e+08,1.58e+08,1.7e+08,1.58e+08,1.72e+08,1.56e+08,1.8e+08,1.71e+08,1.86e+08,1.88e+08,1.88e+08,1.8e+08,1.72e+08
"ME105999",3270,3300,7440,2050,5060,3780,18300,5150,4310,61100,5130,10200,2170,3890,282000,2790,3730,5250,4270,5240,4040,6800,7240,1800,11000,2960,4260,1400,4840,27400,50600,4730,1710000,46600000,12800,384000,75300,260000,351000,396000,366000,308000,15100,129000,567000
"ME106000",3270,94600,1120,1090,7180,496,8920,1050,3300,461000,944,10100,4680,1080,232000,107000,1320,1160,1970,28500,1870,1320,1260,2290,6300,1970,65100,2860,17300,27400,50600,489,3.1e+07,2150000,20400,371000,75300,716000,45600,78500,366000,308000,15100,129000,567000
"ME106001",4430,21700,92100,58200,7440,83800,65600,1200,23500,15200,55200,222000,553000,19800,83500,78500,9810,45700,658000,8110,258000,663000,10900,26600,76800,67800,114000,261000,45200,4100,65200,34400,336000,504000,45000,726000,4300000,3970,18800,20400,25200,340000,10900,45400,89500
"ME106002",352000,360000,156000,128000,281000,649000,160000,38500,426000,226000,247000,16700000,320000,249000,128000,169000,150000,116000,146000,546000,512000,193000,77300,462000,181000,152000,817000,689000,197000,176000,691000,349000,325000,123000,643000,230000,88600,61900,253000,71300,287000,81500,306000,47200,526000
"ME106003",108000,399000,773000,1080000,681000,1230000,677000,240000,114000,1540000,556000,394000,2370000,660000,32700,830000,3180000,994000,1290000,1160000,2150000,1640000,303000,1320000,443000,2970000,243000,1300000,536000,47200,163000,5520000,412000,610000,868000,2140000,1630000,628000,199000,346000,355000,684000,543000,361000,45600
"ME106004",15400,59200,613000,1620000,593000,109000,659000,204000,127000,461000,629000,130000,28300,462000,84400,342000,1190000,959000,958000,38100,299000,723000,421000,109000,490000,1060000,509000,409000,352000,112000,140000,485000,672000,1160000,269000,153000,844000,628000,583000,427000,189000,1290000,154000,959000,144000
"ME106005",1.58e+08,9.13e+08,4.88e+08,9.61e+08,3.53e+08,1.52e+08,4.03e+08,5.21e+08,2.3e+08,1.26e+09,9.15e+08,1.55e+08,2.92e+08,1.17e+09,2.88e+08,4.49e+08,4.56e+08,6.87e+08,4.39e+08,6.38e+08,2.23e+08,6.91e+08,5.51e+08,2.73e+08,5e+08,2.24e+09,5.09e+08,3.6e+08,7.2e+08,3.41e+08,1.49e+09,2.88e+08,5.27e+09,1.72e+09,6.1e+08,2.97e+09,4.26e+09,2.36e+09,9.32e+08,4.34e+09,3.26e+08,1.38e+09,3.28e+09,2.41e+09,9.08e+08
"ME106006",4260000,797000,33300000,54100000,237000,766000,835000,1360000,969000,35100000,1830000,580000,1890000,3800000,471000,4800000,2600000,40900000,2830000,926000,508000,5080000,1220000,331000,3090000,3490000,2520000,333000,19300000,1370000,6720000,832000,1170000,2370000,485000,982000,2120000,2780000,179000,410000,2020000,4520000,1250000,2790000,1510000
"ME106007",767000,368000,6470000,10800000,3420000,1400000,5450000,148000,258000,1730000,2140000,496000,588000,1330000,14100,7130000,1800000,7320000,7020000,4790000,1460000,6750000,490000,781000,1500000,842000,1020000,564000,1270000,86500,1140000,5710000,9830000,6510000,5630000,1860000,10300000,582000,263000,4990000,4540000,4880000,1080000,976000,114000
"ME106008",782000,323000,1490000,826000,1060000,20100,17100000,511000,91200,436000,2460000,2410000,1350000,188000,35400,375000,291000,5160000,203000,9e+05,385000,165000,349000,157000,148000,645000,907000,10100000,1690000,179000,330000,863000,481000,13500000,14100000,246000,973000,391000,5990,137000,106000,3660000,778000,101000,115000
"ME106009",655000,1130000,3750000,3030000,1540000,194000,1690000,323000,324000,17100000,1450000,247000,602000,1400000,306000,4950000,1190000,2920000,1290000,1100000,874000,2160000,214000,326000,30400000,18500000,604000,729000,3100000,689000,703000,877000,17400000,1980000,1440000,766000,2550000,339000,417000,2.4e+07,449000,1520000,679000,16300000,740000
"ME106010",15700,20600,139000,38000,12300,34000,5870,9270,20800,36800,407000,14300,142000,90700,3440,32900,81400,173000,48900,43400,145000,47400,164000,79300,262000,2030000,37900,139000,120000,3130,8250,127000,49100,31900,6440,67100,54400,32300,10200,10900,34900,21700,16200,5040,24900
"ME106013",30300000,17900000,1850000,2330000,21200000,11400000,1550000,2400000,18200000,2040000,8970000,26800000,1150000,1990000,16800000,7080000,9060000,2220000,3540000,10700000,6290000,3300000,1110000,18500000,18200000,1940000,4310000,11100000,5890000,18500000,14100000,8290000,4630000,3650000,4610000,2860000,1940000,1140000,8430000,1570000,1710000,2710000,10300000,4140000,24900000
"ME106014",1640000,553000,31700000,30100000,131000,301000,17500000,371000,156000,18200000,21400000,424000,26100000,34600000,465000,21700000,18700000,3580000,2e+07,21200000,23800000,33400000,17500,1350000,304000,2110000,27200000,19400000,33200000,864000,1440000,1260000,19100000,3.3e+07,50300000,2.5e+07,29500000,212000,1280000,1.5e+07,11400000,2e+07,18100000,275000,2480000
"ME106015",64800,647000,1100000,706000,110000,137000,247000,242000,126000,3980000,80600,161000,789000,932000,842000,55500,323000,24500000,491000,44800,163000,91700,191000,271000,327000,963000,354000,640000,12800,902000,85800,330000,12500000,671000,279000,344000,466000,410000,254000,668000,5170,597000,1090000,359000,2110000
"ME106016",64800,647000,1200000,706000,184000,162000,252000,247000,180000,5150000,80600,278000,789000,945000,852000,47000,323000,18800000,588000,44800,158000,91700,195000,272000,327000,1280000,354000,640000,12800,902000,85800,347000,7820000,671000,279000,344000,831000,408000,256000,695000,16700,597000,1090000,359000,2120000
"ME106011",5780000,1.2e+07,16800000,26600000,10600000,5300000,26800000,13600000,7180000,17200000,18500000,64800000,7230000,16600000,6600000,26500000,14600000,15900000,25300000,8290000,10600000,21200000,25900000,9160000,8350000,1.75e+08,13400000,7610000,23900000,9240000,6770000,15300000,17200000,2e+07,7550000,9240000,34800000,9290000,13500000,21900000,16500000,20900000,8750000,27700000,10700000
"ME106017",9910000,11600000,3600000,15400000,9020000,9520000,13200000,8120000,8370000,9390000,9100000,11800000,13800000,8650000,8850000,3900000,1.5e+07,9090000,13800000,16600000,13100000,13800000,13200000,23500000,9840000,8940000,1.4e+07,13300000,8550000,8360000,8630000,9780000,8620000,14200000,16100000,28800000,1.6e+07,9120000,9350000,9370000,9230000,13100000,8370000,13100000,8770000
"ME106018",86800,705000,16500000,216000,527000,17900,904000,117000,50000,762000,28200,74700,749000,457000,97400,524000,885000,1130000,189000,642000,28700,450000,134000,57000,297000,18500,144000,69200,20500,49400,563000,35500,24800,536000,210000,1650000,272000,213000,219000,899000,271000,168000,59400,1050,191000
"ME106019",112000,493000,1050000,856000,585000,66300,1630000,262000,96900,945000,661000,29500,677000,1400000,123000,34200000,13200000,3010000,1050000,771000,305000,1560000,85600,152000,181000,13500000,217000,160000,2660000,199000,676000,504000,633000,21700000,239000,1330000,18500000,12800000,461000,1170000,1570000,1520000,1190000,1250000,935000
"ME106020",376000,337000,269000,1100000,439000,349000,294000,96100,22900,1310000,450000,1130000,10800000,1190000,63600,851000,322000,586000,609000,2300000,84000,822000,221000,162000,449000,1450000,521000,201000,1450000,125000,235000,142000,125000,122000,133000,230000,1140000,635000,115000,362000,112000,297000,332000,363000,378000
"ME106021",10200000,12200000,3.4e+07,30100000,21700000,8520000,17100000,11400000,6730000,76200000,47400000,1.4e+07,35100000,15300000,19600000,3.6e+07,36500000,1.22e+08,52600000,19200000,16500000,34700000,15700000,9150000,21200000,24900000,24200000,31800000,1.42e+08,10100000,29400000,17700000,75400000,81600000,17900000,47100000,64800000,1.5e+08,23300000,67400000,60300000,1.03e+08,36700000,25700000,56400000
"ME106022",10200000,8470000,28700000,24700000,17300000,6770000,6650000,9650000,5930000,6.6e+07,47400000,9480000,27600000,9300000,16300000,3.1e+07,36500000,1.12e+08,46100000,1.4e+07,12300000,27100000,13300000,8410000,21200000,6700000,17100000,28100000,1.34e+08,8110000,24400000,13600000,68200000,81600000,1.2e+07,47100000,54300000,1.5e+08,22500000,51600000,5.7e+07,8.2e+07,27200000,2.1e+07,51900000
"ME106012",247000,763000,8200000,6140000,799000,138000,472000,138000,674000,543000,499000,108000,615000,655000,383000,139000,207000,476000,55500,14400000,67200,337000,205000,159000,11400000,105000,105000,65700,132000,164000,599000,405000,414000,1010000,162000,398000,489000,471000,189000,21600000,641000,497000,42300,388000,245000
"ME106023",1680000,1330000,6160000,9500000,2340000,586000,3350000,1240000,158000,6880000,3340000,1210000,3880000,5080000,485000,6990000,7300000,30700000,8130000,2310000,1920000,3380000,1670000,1060000,4290000,10700000,4780000,1600000,5170000,564000,2620000,4530000,5430000,31300000,3530000,2950000,7810000,33200000,4470000,7030000,3130000,7820000,1360000,5450000,1180000
"ME106024",24200000,36700000,33800000,86200000,30700000,18700000,22500000,14100000,19600000,47700000,23300000,23600000,28700000,26900000,2140000,34200000,37500000,79700000,49900000,32100000,27300000,31500000,17800000,3e+07,31600000,3.6e+07,3.5e+07,22500000,21500000,12100000,24300000,33900000,5.6e+07,68100000,31100000,33500000,42900000,22100000,33700000,50600000,18500000,4.8e+07,11900000,5.3e+07,14100000
"ME106025",6650000,6570000,4940000,5420000,6340000,6620000,7160000,5830000,6100000,6080000,5460000,6470000,5100000,5940000,15100000,5490000,5570000,5500000,5830000,5150000,6600000,6470000,4980000,5990000,6190000,5510000,6680000,7020000,5510000,6040000,5770000,7170000,5500000,6320000,5820000,6690000,5980000,6080000,6770000,5480000,6440000,6030000,14900000,5790000,6510000
"ME106026",8500,169000,2570000,155000,307000,1530,59200,74900,1100,1170000,92900,10500,132000,65800,44500,27100,48500,55200,78100,538000,8330,53300,163000,24100,899000,101000,60300,24800,215000,9010,35800,7700,306000,399000,141000,85100,98300,28800,33100,2820000,47200,91100,21600,88000,12600
"ME106027",2040000,98400,1790000,173000,101000,31200,37400,23700,92300,4590000,1700000,110000,1280000,261000,34000,1210000,2590000,10200000,276000,34700,146000,452000,29100,148000,15600,1060000,21000,285000,746000,5670,979000,122000,737000,32100,15400,438000,314000,344000,42800,108000,186000,298000,122000,311000,120000
"ME106028",294000,28100000,22500000,1200000,843000,572000,669000,208000,404000,936000,878000,599000,518000,20700000,148000,710000,3710000,16500000,1010000,922000,1080000,2570000,241000,417000,3900000,1280000,778000,681000,615000,148000,1410000,2980000,872000,644000,1040000,12200000,883000,462000,190000,578000,856000,738000,249000,511000,259000
"ME106029",1430,869,2390,5570000,12800,NA,786,458,591,NA,1670,1020,2610,NA,699,2050,1850,5150,1480,1910,NA,1510,NA,1260,NA,2340,759,NA,4050,730,1070,1750,NA,1810,1760,1650,1770,5610,NA,2160,1250,1940,NA,2130,722
"ME106030",15300000,10600000,40900000,27600000,4810000,10800000,17500000,896000,7920000,42300000,380000,207000,860000,526000,16500000,6410000,1730000,25500000,5300000,3990000,3510000,19400000,1.6e+07,706000,23700000,2350000,353000,1040000,3530000,161000,846000,2390000,4920000,60700000,1780000,943000,3e+07,1120000,12300000,53500000,199000,2780000,1010000,5680000,12600000
"ME106031",1440000,287000,5590000,885000,1660000,274000,488000,1080000,682000,4890000,8650000,601000,86300000,8780000,841000,682000,852000,1910000,1270000,6810000,6780000,2290000,2290000,440000,4220000,9920000,6980000,1140000,5690000,1040000,22700000,3130000,880000,1390000,1950000,4.5e+07,497000,3170000,977000,7990000,1810000,2370000,499000,1730000,963000
"ME106032",4300000,549000,8570000,1860000,3780000,2250000,2470000,30400000,26500000,5280000,85600000,6330000,3.7e+07,10800000,32600000,1860000,5600000,5430000,7400000,3320000,1250000,5990000,4020000,6370000,8860000,15800000,1770000,36400000,4780000,3010000,30900000,7430000,53400000,2400000,1660000,1800000,1060000,29500000,1310000,5760000,1690000,10400000,284000,24100000,36300000
"ME106033",30700000,6e+05,2510000,2780000,647000,347000,340000,270000,240000,7800000,1450000,1910000,2550000,1420000,387000,4430000,463000,7530000,1210000,967000,458000,2390000,1170000,699000,1950000,3660000,691000,425000,1960000,259000,4150000,658000,309000,1990000,513000,1170000,1020000,1260000,374000,847000,1910000,743000,361000,845000,924000
"ME106034",846000,1490000,4370000,5690000,1680000,692000,2440000,999000,717000,2800000,12600000,1270000,3330000,2320000,951000,4170000,1700000,6730000,4590000,1940000,1710000,3120000,1310000,402000,2830000,3920000,1890000,975000,3490000,677000,1810000,1770000,5780000,5060000,2120000,970000,3740000,1620000,592000,3600000,1060000,1890000,1130000,4990000,1730000
"ME106035",99000,1090000,3160000,27500000,4e+05,218000,535000,68000,41800,3870000,981000,65100,808000,5540000,25500,8870000,1790000,224000,9950000,1360000,342000,2460000,51100,413000,4580000,29400000,2700000,218000,495000,455000,2070000,1070000,16200000,20700000,1640000,34500,6850000,253000,40000,20500000,2520000,9320000,3230000,4200000,54700
"ME106036",274000,198000,37200,398000,179000,30400,695000,83600,12400,1480000,691000,27200,63200,126000,128000,343000,221000,484000,245000,116000,15000,144000,104000,62100,358000,611000,1090000,107000,256000,112000,118000,186000,56900,555000,74500,73900,2460000,302000,650000,627000,555000,429000,183000,217000,16200
"ME106037",126000,130000,607000,231000,788000,223000,95200,305000,129000,81300,439000,19500,161000,63300,294000,43900,113000,2160000,1030000,284000,119000,298000,226000,238000,21500,146000,298000,678000,68900,6600,192000,211000,835000,206000,102000,467000,527000,1320000,382000,21100,311000,342000,190000,30900,1520000
"ME106038",564000,773000,3e+06,4470000,858000,149000,3820000,60600,3520000,2710000,2270000,829000,3190000,1470000,436000,3690000,920000,4410000,1340000,750000,1920000,28500000,101000,867000,40300000,517000,712000,2810000,2930000,1480000,1390000,928000,2720000,3150000,319000,1180000,6340000,45200,1070000,4560000,1470000,1090000,1660000,1160000,583000
"ME106039",357000,412000,2210000,4520000,526000,106000,1200000,303000,352000,863000,1590000,720000,1170000,2480000,280000,1650000,1720000,1370000,3520000,1050000,2030000,571000,10400000,873000,2010000,4410000,1650000,590000,1830000,579000,702000,1230000,3130000,3140000,745000,1330000,2420000,2840000,416000,1760000,1520000,2160000,303000,934000,559000
"ME106040",269000,621000,13800000,1230000,833000,222000,388000,380000,2e+05,494000,628000,2810000,295000,550000,298000,199000,1050000,16200000,18700000,556000,332000,843000,941000,268000,493000,713000,454000,914000,96200,79300,444000,530000,15200000,1240000,676000,1430000,2640000,1470000,552000,162000,430000,589000,345000,112000,1390000
"ME106041",4740000,1050000,10100000,18900000,4750000,742000,5440000,2950000,4650000,16500000,14100000,4840000,16500000,7240000,1430000,15200000,8860000,8930000,22700000,13300000,1.7e+07,29800000,12700000,430000,8770000,3e+07,8280000,1110000,17100000,2790000,26200000,8360000,1.9e+07,24900000,9120000,31200000,28100000,8470000,2430000,23600000,6420000,23900000,7850000,15100000,1290000
"ME106042",3130000,9140000,21100000,28100000,10900000,3790000,1.4e+07,2540000,3470000,20200000,16600000,9050000,12800000,10900000,2300000,18900000,13300000,32400000,21500000,10900000,14400000,19300000,3520000,2960000,18700000,22300000,11300000,7440000,1.6e+07,6890000,9850000,12800000,21300000,23400000,14200000,9950000,23300000,3570000,3800000,19700000,11800000,19800000,8720000,12800000,10800000
"ME106043",3e+05,1130000,630000,691000,1060000,1500000,1090000,1020000,1430000,675000,919000,1360000,698000,875000,1510000,721000,660000,424000,577000,1090000,1150000,727000,1340000,1210000,855000,383000,1100000,1200000,280000,1350000,1090000,879000,558000,217000,1100000,905000,572000,769000,1230000,629000,1140000,626000,1120000,739000,1080000
"ME106044",1470,NA,1980,15900,NA,NA,267000,307,107000,1510000,1720,NA,31800,2800,32300000,42200,NA,116000,NA,1200,818,165000,NA,2820,279000,NA,1020,NA,3340,3100000,35600000,987,4200000,4830000,714000,34700000,42800000,29900000,35800000,4430000,10800000,10600000,2240000,3500000,45100000
"ME106045",NA,NA,1230,893,NA,NA,445000,NA,107000,1510000,NA,NA,31800,1050,3100000,NA,NA,968,NA,NA,NA,2150,NA,1290,164000,NA,NA,NA,885,3100000,2640000,NA,1.65e+08,1.68e+08,243000,8430000,10700000,1990000,12500000,9.6e+07,52700000,10600000,2240000,78900000,10400000
