"","metabolite_name","metabolite_id","refmet_name"
"ME104886","Cupreine","ME104886",""
"ME104887","Curcumin monoglucoside","ME104887",""
"ME104888","Cyanopyrazine","ME104888","Cyanopyrazine"
"ME104889","Cyclacillin","ME104889","Cyclacillin"
"ME104890","Cyclamate","ME104890","Cyclamic acid"
"ME104891","Cycloheptanecarboxylic acid_1","ME104891","Cycloheptanecarboxylic acid"
"ME104892","Cycloheptanecarboxylic acid_2","ME104892","Cycloheptanecarboxylic acid"
"ME104893","Cyclohexane-1,3-dione_1","ME104893","Cyclohexane-1,3-dione"
"ME104894","Cyclohexane-1,3-dione_2","ME104894","Cyclohexane-1,3-dione"
"ME104895","Cyclohexanol","ME104895","Cyclohexanol"
"ME104896","Cyclohexanone","ME104896","Cyclohexanone"
"ME104897","Cyclohexylamine","ME104897","Cyclohexylamine"
"ME104898","Cyclokievitone_1","ME104898","Cyclokievitone"
"ME104899","Cyclokievitone_2","ME104899","Cyclokievitone"
"ME104900","Cyclopenta[cd]pyrene","ME104900",""
"ME104901","Cyclopentanone_1","ME104901","Cyclopentanone"
"ME104902","Cyclopentanone_2","ME104902","Cyclopentanone"
"ME104903","Cyclopentanone_3","ME104903","Cyclopentanone"
"ME104904","Cyclophosphamide","ME104904","Cyclophosphamide"
"ME104905","Cyclosulfamuron","ME104905",""
"ME104906","Cysteinyldopa","ME104906",""
"ME104907","Cytidine","ME104907","Cytidine"
"ME104908","Cytosine_1","ME104908","Cytosine"
"ME104909","Cytosine_2","ME104909","Cytosine"
"ME104912","D-2-Hydroxyisocaproate_1","ME104912","D-Leucic acid"
"ME104913","D-2-Hydroxyisocaproate_2","ME104913","D-Leucic acid"
"ME104914","D-2-Hydroxyisocaproate_3","ME104914","D-Leucic acid"
"ME104915","D-2-Hydroxyisocaproate_4","ME104915","D-Leucic acid"
"ME104916","D-Alanyl-D-alanine_1","ME104916","D-Alanyl-D-Alanine"
"ME104917","D-Alanyl-D-alanine_2","ME104917","D-Alanyl-D-Alanine"
"ME104918","D-Alanyl-D-serine","ME104918",""
"ME104919","DAMGO","ME104919",""
"ME104920","Danielone","ME104920","Danielone"
"ME104921","D-Arabinono-1,4-lactone_1","ME104921","D-Arabinono-1,4-lactone"
"ME104922","D-Arabinono-1,4-lactone_2","ME104922","D-Arabinono-1,4-lactone"
"ME104910","D-(-)-ARABINOSE","ME104910","Arabinose"
"ME104923","Dasytrichone","ME104923","Dasytrichone"
"ME104924","Dazomet","ME104924",""
"ME104925","D-Cathinone_1","ME104925","Cathinone"
"ME104926","D-Cathinone_2","ME104926","Cathinone"
"ME104927","D-Cathinone_3","ME104927","Cathinone"
"ME104928","DCI","ME104928","Asp-Cys-Ile"
"ME104929","Debromoaplysiatoxin","ME104929",""
"ME104930","Dehydroalanine_1","ME104930","2-Aminoacrylic acid"
"ME104931","Dehydroalanine_2","ME104931","2-Aminoacrylic acid"
"ME104932","Dehydrocycloguanandin","ME104932","Dehydrocycloguanandin"
"ME104933","Dehydrojuvabione_1","ME104933","Dehydrojuvabione"
"ME104934","Dehydrojuvabione_2","ME104934","Dehydrojuvabione"
"ME104935","Dehydrojuvabione_3","ME104935","Dehydrojuvabione"
"ME104936","Dehydrovomifoliol_1","ME104936","Dehydrovomifoliol"
"ME104937","Dehydrovomifoliol_2","ME104937","Dehydrovomifoliol"
"ME104938","Deidaclin","ME104938",""
"ME104939","delta-Guanidinovaleric acid","ME104939","DGVA"
"ME104940","Demethylalangiside","ME104940","Demethylalangiside"
"ME104941","Deoxycoformycin","ME104941","Pentostatin"
"ME104943","Deoxycytidine","ME104943","Deoxycytidine"
"ME104942","DEOXYCYTIDINE","ME104942","Deoxycytidine"
"ME104944","Deoxyribose","ME104944","2-Deoxyribose"
"ME104945","Deoxyuridine","ME104945","Deoxyuridine"
"ME104946","D-Erythrose","ME104946","Erythrose"
"ME104947","Deserpidine","ME104947","Deserpidine"
"ME104948","Dethiobiotin","ME104948","Dethiobiotin"
"ME104949","D-Fructose 6-phosphate","ME104949","Fructose 6-phosphate"
"ME104911","D-(+)-GALACTOSAMINE","ME104911","Galactosamine"
"ME104950","D-Galactose 6-sulfate","ME104950","Galactose 6-sulfate"
"ME104951","D-Gluconic acid","ME104951","Gluconic acid"
"ME104952","D-Glucono-1,5-lactone","ME104952","Gluconolactone"
"ME104953","D-Glucose","ME104953","Glucose"
"ME104954","Diacetyl","ME104954","Diacetyl"
"ME104955","Diamidafos","ME104955",""
"ME104956","Dianthalexin","ME104956","Dianthalexin"
"ME104957","Dibasic sodium phosphate","ME104957",""
"ME104958","Dibenzo[1,4]dioxin-2,3-dione_1","ME104958",""
"ME104959","Dibenzo[1,4]dioxin-2,3-dione_2","ME104959",""
"ME104960","Dibenzothiophene_1","ME104960","Dibenzothiophene"
"ME104961","Dibenzothiophene_2","ME104961","Dibenzothiophene"
"ME104962","Dibenzylsuccinate","ME104962","Dibenzyl succinate"
"ME104963","Dibutyl adipate_1","ME104963","Dibutyl adipate"
"ME104964","Dibutyl adipate_2","ME104964","Dibutyl adipate"
"ME104965","Dichloromethane","ME104965","Dichloromethane"
"ME104966","Dichlorophen","ME104966",""
"ME104967","Dichlozoline","ME104967",""
"ME104968","Diclomezine","ME104968",""
"ME104969","Dictamnine","ME104969","Dictamnine"
"ME104970","Diethanolamine_1","ME104970","Diethanolamine"
"ME104971","Diethanolamine_2","ME104971","Diethanolamine"
"ME104972","Diethyl 2-methyl-3-oxosuccinate","ME104972","4-Heptenal diethyl acetal"
"ME104974","Diethylene glycol_1","ME104974","Diethylene glycol"
"ME104975","Diethylene glycol_2","ME104975","Diethylene glycol"
"ME104976","Diethylene glycol_3","ME104976","Diethylene glycol"
"ME104977","Diethylene glycol_4","ME104977","Diethylene glycol"
"ME104978","Diethylene glycol_5","ME104978","Diethylene glycol"
"ME104979","Diethylphosphoric acid","ME104979","Diethylphosphate"
"ME104973","Diethyl sulfate","ME104973",""
"ME104980","Difloxacin","ME104980",""
"ME104981","Digitalose","ME104981","Digitalose"
"ME104982","Dihomomethionine","ME104982","Dihomomethionine"
"ME104983","Dihydro-4,4-dimethyl-2,3-furandione_1","ME104983","2-Dehydropantolactone"
"ME104984","Dihydro-4,4-dimethyl-2,3-furandione_2","ME104984","2-Dehydropantolactone"
"ME104985","Dihydro-4,4-dimethyl-2,3-furandione_3","ME104985","2-Dehydropantolactone"
"ME104986","Dihydroaceanthrylene","ME104986",""
"ME104987","Dihydrobiopterin_1","ME104987","4a-Carbinolamine tetrahydrobiopterin"
"ME104988","Dihydrobiopterin_2","ME104988","4a-Carbinolamine tetrahydrobiopterin"
"ME104989","Dihydroclavaminic acid","ME104989","Dihydroclavaminic acid"
"ME104990","Dihydroeuparin","ME104990",""
"ME104991","Dihydrokaempferol","ME104991","Aromadendrin"
"ME104992","Dihydrolipoate","ME104992","(R)-Dihydrolipoic acid"
"ME104993","Dihydro-O-methylsterigmatocystin","ME104993","Dihydromethylsterigmatocystin"
"ME104994","Dihydroxycarbazepine","ME104994",""
"ME104995","Dihydroxyfumarate","ME104995","(E)-2,3-Dihydroxybut-2-enedioic acid"
"ME104997","Dihydrozeatin-O-glucoside","ME104997","Dihydrozeatin-O-glucoside"
"ME104996","Dihydrozeatin riboside","ME104996",""
"ME104998","Diisopropyl phthalate_1","ME104998",""
"ME104999","Diisopropyl phthalate_2","ME104999",""
"ME105000","Diisopropyl phthalate_3","ME105000",""
"ME105001","Diisopropyl sulfate","ME105001",""
"ME105002","DIMBOA","ME105002","2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one"
"ME105003","Dimepiperate","ME105003",""
"ME105004","Dimexano","ME105004",""
"ME105005","Diphenhydramine_1","ME105005","Diphenhydramine"
"ME105006","Diphenhydramine_2","ME105006","Diphenhydramine"
"ME105007","Diphenylcarbazide","ME105007",""
"ME105008","Dipropyl disulfide_1","ME105008","Dipropyl disulfide"
"ME105009","Dipropyl disulfide_2","ME105009","Dipropyl disulfide"
"ME105010","dl-Methylephedrine hydrochloride","ME105010",""
"ME105011","D-Lysopine","ME105011","D-Lysopine"
"ME105012","D-Mannitol 1-phosphate","ME105012","Mannitol 1-phosphate"
"ME105013","DMPP","ME105013","1,1-Dimethyl-4-phenylpiperazinium iodide"
"ME105014","D-Octopine","ME105014","D-Octopine"
"ME105015","Dodecanamide","ME105015","Dodecanamide"
"ME105016","Dodecanedioic acid","ME105016","Dodecanedioic acid"
"ME105017","Dodecylaldehyde","ME105017","Laurylaldehyde"
"ME105018","Dodemorph","ME105018",""
"ME105019","Dolichotheline","ME105019",""
"ME105020","Domoic acid","ME105020","Domoic acid"
"ME105021","Dopamine_1","ME105021","Dopamine"
"ME105022","Dopamine_2","ME105022","Dopamine"
"ME105023","Dopaquinone_1","ME105023","Dopaquinone"
"ME105024","Dopaquinone_2","ME105024","Dopaquinone"
"ME105025","Drazoxolon_1","ME105025",""
"ME105026","Drazoxolon_2","ME105026",""
"ME105027","D-SORBITOL","ME105027","Sorbitol"
"ME105028","D-Urobilin_1","ME105028","D-Urobilin"
"ME105029","D-Urobilin_2","ME105029","D-Urobilin"
"ME105030","D-Urobilinogen_1","ME105030","D-Urobilinogen"
"ME105031","D-Urobilinogen_2","ME105031","D-Urobilinogen"
"ME104157","(E)-4-(Trimethylammonio)but-2-enoate","ME104157","(E)-4-(Trimethylammonio)but-2-enoate"
"ME105032","E-64","ME105032","E64"
"ME105033","Ectocarpen","ME105033","Ectocarpen"
"ME105034","Ectoine","ME105034","Ectoine"
"ME105035","Efavirenz","ME105035","Efavirenz"
"ME104132","(+)-Elaeocarpine","ME104132","Elaeocarpine"
"ME105036","Encecalin","ME105036","Encecalin"
"ME105037","Ephedrine","ME105037","Ephedrine"
"ME105038","Epithienamycin B","ME105038",""
"ME105039","Epithienamycin F","ME105039",""
"ME105040","Epoxiconazole","ME105040",""
"ME105041","epsilon-Caprolactam","ME105041","Epsilon-caprolactam"
"ME105042","erythro-3-Hydroxy-Ls-aspartate","ME105042",""
"ME105043","Estazolam","ME105043","Estazolam"
"ME105044","ETHANOLAMINE PHOSPHATE","ME105044","Phosphoethanolamine"
"ME105045","Ethiofencarb","ME105045","Ethiofencarb"
"ME105046","Ethionine_1","ME105046","L-Ethionine"
"ME105047","Ethionine_2","ME105047","L-Ethionine"
"ME105048","Ethosuximide","ME105048","Ethosuximide"
"ME105050","Ethyl 3-(N-butylacetamido)propionate_1","ME105050",""
"ME105051","Ethyl 3-(N-butylacetamido)propionate_2","ME105051",""
"ME105052","Ethyl 3-(N-butylacetamido)propionate_3","ME105052",""
"ME105053","Ethyl 3-oxohexanoate_1","ME105053","Ethyl 3-oxohexanoate"
"ME105054","Ethyl 3-oxohexanoate_2","ME105054","Ethyl 3-oxohexanoate"
"ME105055","Ethyl 3-oxohexanoate_3","ME105055","Ethyl 3-oxohexanoate"
"ME105056","Ethyl cinnamate","ME105056","Ethyl cinnamate"
"ME105061","Ethyl(E,Z)-decadienoate","ME105061",""
"ME105057","Ethyl isovalerate","ME105057","Ethyl isovalerate"
"ME105049","Ethyl (R)-3-hydroxyhexanoate","ME105049","Ethyl (R)-3-hydroxyhexanoate"
"ME105058","Ethyl tiglate_1","ME105058","Ethyl tiglate"
"ME105059","Ethyl tiglate_2","ME105059","Ethyl tiglate"
"ME105060","Ethyl tiglate_3","ME105060","Ethyl tiglate"
"ME105062","Etomidate","ME105062","Etomidate"
"ME105063","Europine","ME105063",""
"ME105064","Euxanthone","ME105064","Euxanthone"
"ME105065","Fagaramide","ME105065","Fagaramide"
"ME105066","Fagomine","ME105066","Fagomine"
"ME105067","Faropenem sodium_1","ME105067","Faropenem"
"ME105068","Faropenem sodium_2","ME105068","Faropenem"
"ME105069","Fasoracetam","ME105069","Fasoracetam"
"ME105070","Febrifugine","ME105070","Febrifugine"
"ME105071","Fenoldopam","ME105071","Fenoldopam"
"ME105072","Fenoprofen","ME105072","Fenoprofen"
"ME105073","Fenpiclonil","ME105073",""
"ME105074","Ferrous lactate_1","ME105074",""
"ME105075","Ferrous lactate_2","ME105075",""
"ME105076","Flavonol","ME105076",""
"ME105077","Flucloxacillin","ME105077","Flucloxacillin"
"ME105078","Fluorene","ME105078","Fluorene"
"ME105079","Fluoroacetamide","ME105079",""
"ME105080","Forchlorfenuron_1","ME105080",""
"ME105081","Forchlorfenuron_2","ME105081",""
"ME105082","Formetanate","ME105082",""
"ME105083","Formononetin","ME105083","Formononetin"
"ME105084","FORMYL-L-METHIONYL PEPTIDE","ME105084","N-Formylmethionine"
"ME105085","Fortimicin FU-10","ME105085",""
"ME105086","Fosetyl","ME105086",""
"ME105087","Frutinone A","ME105087","Frutinone A"
"ME105088","Fuberidazole","ME105088","Fubridazole"
"ME105089","Fulvine","ME105089","Fulvine"
"ME105090","Fumarate","ME105090","Fumaric acid"
"ME105091","Furametpyr","ME105091",""
"ME105092","Furfural diethyl acetal_1","ME105092",""
"ME105093","Furfural diethyl acetal_2","ME105093",""
"ME105094","Furfuryl alcohol_1","ME105094","2-Furanmethanol"
"ME105095","Furfuryl alcohol_2","ME105095","2-Furanmethanol"
"ME105096","Furfuryl alcohol_3","ME105096","2-Furanmethanol"
"ME105097","Furmecyclox_1","ME105097","Furmecyclox"
"ME105098","Furmecyclox_2","ME105098","Furmecyclox"
"ME105099","Fusarin C","ME105099",""
"ME105100","Galipine","ME105100",""
"ME105101","gamma-Coniceine","ME105101","gamma-Coniceine"
"ME105102","gamma-Glutamyl-beta-aminopropiononitrile_1","ME105102","gamma-Glutamyl-beta-aminopropiononitrile"
"ME105103","gamma-Glutamyl-beta-aminopropiononitrile_2","ME105103","gamma-Glutamyl-beta-aminopropiononitrile"
"ME105104","gamma-Glutamyl-beta-aminopropiononitrile_3","ME105104","gamma-Glutamyl-beta-aminopropiononitrile"
"ME105105","gamma-Glutamyl-gamma-aminobutyraldehyde_1","ME105105","gamma-Glutamyl-gamma-aminobutyraldehyde"
"ME105106","gamma-Glutamyl-gamma-aminobutyraldehyde_2","ME105106","gamma-Glutamyl-gamma-aminobutyraldehyde"
"ME105107","gamma-Glutamyltyramine","ME105107",""
"ME105108","gamma-L-Glutamyl-L-cysteine","ME105108","gamma-Glutamylcysteine"
"ME105109","gamma-L-Glutamyl-L-cysteinyl-beta-alanine","ME105109","Homoglutathione"
"ME105110","gamma-Undecalactone","ME105110","gamma-Undecalactone"
"ME105111","Gemfibrozil_1","ME105111","Gemfibrozil"
"ME105112","Gemfibrozil_2","ME105112","Gemfibrozil"
"ME105113","Gemfibrozil_3","ME105113","Gemfibrozil"
"ME105114","Gemfibrozil_4","ME105114","Gemfibrozil"
"ME105115","Genipin_1","ME105115","Genipin"
"ME105116","Genipin_2","ME105116","Genipin"
"ME105117","Gentiopicrin","ME105117","Gentiopicrin"
"ME105118","Geranyl formate","ME105118",""
"ME105119","Gerrardine","ME105119","Gerrardine"
"ME105120","Gibberellin A8","ME105120","Gibberellin A8"
"ME105121","Gigantine","ME105121","Gigantine"
"ME105122","Ginkgolide B","ME105122",""
"ME105123","Ginkgolide C","ME105123",""
"ME105124","Glaucarubinone","ME105124","Glaucarubinone"
"ME105125","Gliotoxin","ME105125","Gliotoxin"
"ME105126","Glutarate","ME105126","Glutaric acid"
"ME105127","Glutathionylaminopropylcadaverine","ME105127",""
"ME105128","Glyburide","ME105128","Glyburide"
"ME105129","Glycerol_1","ME105129","Glycerol"
"ME105130","Glycerol_2","ME105130","Glycerol"
"ME105131","Glycerone","ME105131","Dihydroxyacetone"
"ME105132","GLYCINE","ME105132","Glycine"
"ME105133","Glycine_1","ME105133","Glycine"
"ME105134","Glycine_2","ME105134","Glycine"
"ME105135","Glycocholate","ME105135","Glycocholic acid"
"ME105136","Glycyl-leucine_1","ME105136","Gly-Leu"
"ME105137","Glycyl-leucine_2","ME105137","Gly-Leu"
"ME105138","Glyphosate-isopropylammonium","ME105138",""
"ME105139","Gossypetin","ME105139","Gossypetin"
"ME105140","Guanadrel","ME105140","Guanadrel Sulfate"
"ME105141","GUANIDINOACETATE","ME105141","Guanidoacetic acid"
"ME105142","Guanidinoethyl methyl phosphate_1","ME105142",""
"ME105143","Guanidinoethyl methyl phosphate_2","ME105143",""
"ME105144","GUANINE","ME105144","Guanine"
"ME105145","Guanine_1","ME105145","Guanine"
"ME105146","Guanine_2","ME105146","Guanine"
"ME105147","Guanosine","ME105147","Guanosine"
"ME105149","HC Blue No.1","ME105149",""
"ME105148","HC Blue No. 2","ME105148",""
"ME105150","Heliotrine_1","ME105150","Heliotrine"
"ME105151","Heliotrine_2","ME105151","Heliotrine"
"ME105152","Helveticoside","ME105152","Helveticoside"
"ME105153","Heptadecatrienoic acid","ME105153","Heptadecatrienoic acid"
"ME105154","Hercynine","ME105154","Hercynine"
"ME105155","Hesperetin","ME105155","Hesperetin"
"ME105156","Heterodendrin_1","ME105156","Heterodendrin"
"ME105157","Heterodendrin_2","ME105157","Heterodendrin"
"ME105158","Hexadecasphinganine","ME105158","C16 Sphinganine"
"ME105159","Hexahomomethionine","ME105159","Hexahomomethionine"
"ME105160","Hexylamine","ME105160","Hexylamine"
"ME105161","Hinokitiol glucoside","ME105161",""
"ME105162","Hippurate","ME105162","Hippuric acid"
"ME105164","Histamine","ME105164","Histamine"
"ME105163","HISTAMINE","ME105163","Histamine"
"ME105165","Homoarginine","ME105165","Homoarginine"
"ME105166","Homocarnosine","ME105166","Homocarnosine"
"ME105167","Homogentisate_1","ME105167","Homogentisic acid"
"ME105168","Homogentisate_2","ME105168","Homogentisic acid"
"ME105169","Homogentisate_3","ME105169","Homogentisic acid"
"ME105170","Homostachydrine_1","ME105170","(S)-Homostachydrine"
"ME105171","Homostachydrine_2","ME105171","(S)-Homostachydrine"
"ME105172","Hydantoin-5-propionate_1","ME105172","Hydantoin-5-propionic acid"
"ME105173","Hydantoin-5-propionate_2","ME105173","Hydantoin-5-propionic acid"
"ME105174","Hydrocortisone succinate","ME105174","Hydrocortisone succinate"
"ME104114","(-)-Hygroline","ME104114","Hygroline"
"ME105175","Hymexazol O-glucoside","ME105175","Hymexazol O-glucoside"
"ME105176","Hyoscyamine methylbromide","ME105176",""
"ME105177","Hypaphorine","ME105177","Lenticin"
"ME105178","HYPOXANTHINE","ME105178","Hypoxanthine"
"ME105179","Hypoxylone","ME105179","Hypoxylone"
"ME105180","Ibuprofen","ME105180","Ibuprofen"
"ME105181","Ifosfamide","ME105181","Ifosfamide"
"ME105182","Imazosulfuron","ME105182",""
"ME105183","Imidazol-5-yl-pyruvate_1","ME105183",""
"ME105184","Imidazol-5-yl-pyruvate_2","ME105184",""
"ME105185","Iminoglycine_1","ME105185","Dehydroglycine"
"ME105186","Iminoglycine_2","ME105186","Dehydroglycine"
"ME105187","Indan-1-ol_1","ME105187","Indan-1-ol"
"ME105188","Indan-1-ol_2","ME105188","Indan-1-ol"
"ME105189","Indanofan","ME105189",""
"ME105190","Indole","ME105190","Indole"
"ME105191","Indole-3-acetaldehyde_1","ME105191","Indoleacetaldehyde"
"ME105192","Indole-3-acetaldehyde_2","ME105192","Indoleacetaldehyde"
"ME105193","Indole-3-acetaldehyde_3","ME105193","Indoleacetaldehyde"
"ME105194","Indole-3-acetaldoxime N-oxide","ME105194","Indole-3-acetaldoxime N-oxide"
"ME105195","Indole-3-acetate_1","ME105195","Indoleacetic acid"
"ME105196","Indole-3-acetate_2","ME105196","Indoleacetic acid"
"ME105197","Indole-3-acetate_3","ME105197","Indoleacetic acid"
"ME105198","Indole-5,6-quinone_1","ME105198","Indole-5,6-quinone"
"ME105199","Indole-5,6-quinone_2","ME105199","Indole-5,6-quinone"
"ME105200","Indole-5,6-quinone_3","ME105200","Indole-5,6-quinone"
"ME105201","Indole-5,6-quinone_4","ME105201","Indole-5,6-quinone"
"ME105202","Indolelactate_1","ME105202","Indolelactic acid"
"ME105203","Indolelactate_2","ME105203","Indolelactic acid"
"ME105204","Indospicine","ME105204","Indospicine"
"ME105205","Inosine","ME105205","Inosine"
"ME105206","Inulicin","ME105206",""
"ME105207","Iprovalicarb","ME105207",""
"ME105208","Irisxanthone","ME105208","Irisxanthone"
"ME105209","Isobutyronitrile_1","ME105209","Isobutyronitrile"
"ME105210","Isobutyronitrile_2","ME105210","Isobutyronitrile"
"ME105211","ISOCITRIC ACID","ME105211","Isocitric acid"
"ME105212","Isoetharine","ME105212","Isoetharine"
"ME105213","Isofenphos","ME105213","Isofenphos"
"ME105214","Isoflavone","ME105214","Isoflavone"
"ME105215","Isoflurophate_1","ME105215","Isoflurophate"
"ME105216","Isoflurophate_2","ME105216","Isoflurophate"
"ME105217","Isopentenyl diphosphate_1","ME105217","Isopentenyl-diphosphate"
"ME105218","Isopentenyl diphosphate_2","ME105218","Isopentenyl-diphosphate"
"ME105219","Isopentenyl diphosphate_3","ME105219","Isopentenyl-diphosphate"
"ME105220","Isoprothiolane","ME105220","Isoprothiolane"
"ME105221","Isoquinoline_1","ME105221","Isoquinoline"
"ME105222","Isoquinoline_2","ME105222","Isoquinoline"
"ME105223","Isoscoparine","ME105223","Isoscoparin"
"ME105224","Isosorbide mononitrate","ME105224","Isosorbide Mononitrate"
"ME105225","Isouron","ME105225",""
"ME105226","Isovalerylcarnitine","ME105226","CAR 4:0;3Me"
"ME105227","Isoxanthopterin","ME105227","Isoxanthopterin"
"ME105228","Istamycin C1","ME105228",""
"ME105229","Istamycin FU-10","ME105229",""
"ME105230","Jasmone_1","ME105230","cis-Jasmone"
"ME105231","Jasmone_2","ME105231","cis-Jasmone"
"ME104115","(-)-Jasmonic acid","ME104115","Jasmonic acid"
"ME105232","Jatrophatrione","ME105232","Jatrophatrione"
"ME105233","Kievitone","ME105233","Kievitone"
"ME105234","Kikkanol A","ME105234",""
"ME105235","Kurarinol","ME105235",""
"ME105236","L-2,3-Dihydrodipicolinate","ME105236",""
"ME105237","L-2-Amino-4-(hydroxymethylphosphinyl)butanoate","ME105237",""
"ME105238","L-2-Aminoadipate","ME105238","alpha-Aminoadipic acid"
"ME105239","L-Adrenaline_1","ME105239","Epinephrine"
"ME105240","L-Adrenaline_2","ME105240","Epinephrine"
"ME105241","L-ALLOTHREONINE","ME105241","Allothreonine"
"ME105242","Lamioside","ME105242","Lamioside"
"ME105243","L-ARGININE","ME105243","Arginine"
"ME105244","L-Arogenate_1","ME105244","Arogenic acid"
"ME105245","L-Arogenate_2","ME105245","Arogenic acid"
"ME105246","L-Aspartate","ME105246","Aspartic acid"
"ME105247","L-Aspartate 4-semialdehyde","ME105247","Aspartate-semialdehyde"
"ME105248","Latia luciferin_1","ME105248","Latia luciferin"
"ME105249","Latia luciferin_2","ME105249","Latia luciferin"
"ME105250","L-CARNITINE","ME105250","Carnitine"
"ME105251","L-Citrulline","ME105251","Citrulline"
"ME105252","L-Cladinose_1","ME105252","L-Cladinose"
"ME105253","L-Cladinose_2","ME105253","L-Cladinose"
"ME105254","L-Cysteine","ME105254","Cysteine"
"ME105255","LEUCINE","ME105255","Leucine"
"ME105256","Leukotriene A4","ME105256","LTA4"
"ME105257","Levamisole hydrochloride","ME105257","Levamisole"
"ME105258","Levetiracetam_1","ME105258","Levetiracetam"
"ME105259","Levetiracetam_2","ME105259","Levetiracetam"
"ME105260","L-Formylkynurenine_1","ME105260","N-Formyl-L-kynurenine"
"ME105261","L-Formylkynurenine_2","ME105261","N-Formyl-L-kynurenine"
"ME105262","L-Formylkynurenine_3","ME105262","N-Formyl-L-kynurenine"
"ME105263","L-Glutamate","ME105263","Glutamic acid"
"ME105265","L-Glutamine","ME105265","Glutamine"
"ME105264","L-GLUTAMINE","ME105264","Glutamine"
"ME105266","L-HISTIDINE","ME105266","Histidine"
"ME105267","L-Histidinol","ME105267","L-Histidinol"
"ME105268","L-Homocitrulline_1","ME105268","Homocitrulline"
"ME105269","L-Homocitrulline_2","ME105269","Homocitrulline"
"ME105270","Lichenin_1","ME105270","Lichenin"
"ME105271","Lichenin_2","ME105271","Lichenin"
"ME105272","L-Iduronate 2-sulfate","ME105272","L-Iduronate 2-sulfate"
"ME104116","(-)-Limonene_1","ME104116","Limonene"
"ME104117","(-)-Limonene_2","ME104117","Limonene"
"ME104118","(-)-Limonene_3","ME104118","Limonene"
"ME105273","Linamarin","ME105273","Linamarin"
"ME105274","Lindheimerine","ME105274","Lindheimerine"
"ME105275","Linoleate","ME105275","Linoleic acid"
"ME105276","Linuron","ME105276","Linuron"
"ME105277","Lipoamide","ME105277","Lipoamide"
"ME105278","Liriodenine","ME105278","Liriodenine"
"ME105279","L-Kynurenine","ME105279","Kynurenine"
"ME105280","LL-2,6-Diaminoheptanedioate_1","ME105280","2,6-Diaminopimelic acid"
"ME105281","LL-2,6-Diaminoheptanedioate_2","ME105281","2,6-Diaminopimelic acid"
"ME105282","L-Leucine","ME105282","Leucine"
"ME105283","L-Lysinamide","ME105283","Lysinamide"
"ME105284","L-LYSINE","ME105284","Lysine"
"ME105285","L-Lysine 1,6-lactam","ME105285","L-2-aminohexano-6-lactam"
"ME105286","L-Metanephrine_1","ME105286","L-Metanephrine"
"ME105287","L-Metanephrine_2","ME105287","L-Metanephrine"
"ME105288","L-Methionine","ME105288","Methionine"
"ME105289","L-Methionine S-oxide","ME105289","Methionine sulfoxide"
"ME105290","L-Mimosine_1","ME105290","Mimosine"
"ME105291","L-Mimosine_2","ME105291","Mimosine"
"ME105292","L-Octanoylcarnitine","ME105292","CAR 8:0"
"ME105293","Lophophorine","ME105293","Lophophorine"
"ME105294","L-ORNITHINE","ME105294","Ornithine"
"ME105295","L-Phenylalanine_1","ME105295","Phenylalanine"
"ME105296","L-Phenylalanine_2","ME105296","Phenylalanine"
"ME105297","L-Pipecolate","ME105297","Pipecolic acid"
"ME105298","L-Proline","ME105298","Proline"
"ME105299","L-SERINE","ME105299","Serine"
"ME105300","L-Threonine","ME105300","Threonine"
"ME105301","L-Tryptophan","ME105301","Tryptophan"
"ME105302","L-Tryptophanamide","ME105302","Tryptophanamide"
"ME105303","L-Tyrosine_1","ME105303","Tyrosine"
"ME105304","L-Tyrosine_2","ME105304","Tyrosine"
"ME105305","L-Tyrosine methyl ester_1","ME105305","Methyl tyrosinate"
"ME105306","L-Tyrosine methyl ester_2","ME105306","Methyl tyrosinate"
"ME105307","L-Tyrosine methyl ester 4-sulfate","ME105307",""
"ME105308","Lumichrome","ME105308","Lumichrome"
"ME105309","L-Urobilin","ME105309","L-Urobilin"
"ME105310","Luteolin","ME105310","Luteolin"
"ME105311","L-Valine","ME105311","Valine"
"ME105312","M1","ME105312",""
"ME105313","Maclurin","ME105313","Maclurin"
"ME105314","Maleimide","ME105314","Maleimide"
"ME105315","Mallotophenone","ME105315","Mallotophenone"
"ME105316","MANNOSE","ME105316","Mannose"
"ME105317","m-Chlorophenylpiperazine","ME105317","Mono-(3-carboxypropyl) phthalate"
"ME104133","(+)-Medicarpin","ME104133",""
"ME105318","Melamine","ME105318","Melamine"
"ME105319","Melicopine","ME105319","Melicopine"
"ME105320","Menadiol_1","ME105320","Menadiol"
"ME105321","Menadiol_2","ME105321","Menadiol"
"ME105322","Menadiol_3","ME105322","Menadiol"
"ME105323","Menadione","ME105323","Menadione"
"ME105324","Menadione sodium bisulfite","ME105324",""
"ME104119","(-)-Menthone_1","ME104119","Menthone"
"ME104120","(-)-Menthone_2","ME104120","Menthone"
"ME104121","(-)-Menthyl acetate_1","ME104121","Menthyl acetate"
"ME104122","(-)-Menthyl acetate_2","ME104122","Menthyl acetate"
"ME104123","(-)-Menthyl acetate_3","ME104123","Menthyl acetate"
"ME104124","(-)-Menthyl acetate_4","ME104124","Menthyl acetate"
"ME105325","Meperidine","ME105325","Meperidine"
"ME105326","Mescaline_1","ME105326","Mescaline"
"ME105327","Mescaline_2","ME105327","Mescaline"
